X,Y,U,V
212,807,-9.733719,0.06258471
217,807,-12.0,0.03721391
222,807,-12.0,-0.12582487
227,807,-12.0,-0.3161727
247,807,-4.895291,3.8185668
272,807,-1.1101388,7.2761116
277,807,-10.316085,2.1552742
282,807,-12.0,-0.051998563
287,807,-12.0,-0.66065806
302,807,6.3095636,11.0
317,807,11.0,-9.3873825
322,807,11.0,-9.448192
327,807,-8.621372,-5.1692233
332,807,-9.761909,-5.078525
337,807,-8.304283,-5.2184825
342,807,8.896428,-3.6996708
602,807,-8.521008,-0.26544386
607,807,-6.837485,-2.1221938
612,807,-6.982946,-2.2288103
617,807,-7.730304,-3.2010307
622,807,3.9764702,7.87163
642,807,5.5300293,-3.3036861
652,807,-11.333732,-5.9134383
657,807,-12.0,-3.9693987
662,807,-9.776658,-5.908727
667,807,-4.8452725,-12.0
732,807,-7.1814055,-6.9056163
737,807,-8.881101,-6.1250496
747,807,3.958766,-12.0
752,807,-7.187681,-3.8772757
757,807,-5.9301043,-2.1395547
182,812,-7.57979,-0.26435554
202,812,-11.068289,-0.31064457
207,812,-12.0,-0.18919444
212,812,-8.510428,-0.090857886
217,812,-9.353946,-0.14475615
222,812,-12.0,-0.31554028
227,812,-12.0,-0.4989803
237,812,0.04303947,6.206769
242,812,-0.12498737,9.027409
247,812,-0.09298666,11.0
277,812,-10.6157,0.18973774
282,812,-11.12836,0.00026295474
287,812,-10.903585,-0.4692538
297,812,11.0,-6.1927266
317,812,10.424291,-9.793433
322,812,10.465247,-10.304582
327,812,-10.978507,-8.290301
332,812,-9.806862,-6.0788765
337,812,-8.165842,-6.356138
597,812,-6.9669085,-0.5492885
602,812,-8.1981535,-0.15040402
607,812,-7.7864056,-0.45305103
612,812,-7.0126,-2.893252
642,812,4.698199,-4.764682
652,812,-10.579549,-5.866661
657,812,-11.03152,-4.9284935
662,812,-6.6832013,-10.619371
717,812,-0.4593536,-11.498039
157,817,-6.5532875,-0.24932082
182,817,-8.7210655,-0.88818103
187,817,-6.5557947,-0.8327359
202,817,-10.224431,-0.34036174
207,817,-10.4772,-2.3341632
212,817,-7.757965,-0.7508819
217,817,-7.312602,-0.45945388
237,817,11.0,-12.0
242,817,0.033712417,11.0
247,817,-0.1413663,11.0
277,817,-7.65699,0.07221792
282,817,-9.638908,-0.14131498
287,817,-6.805368,0.01745507
302,817,3.6067955,-12.0
307,817,1.4355884,-12.0
312,817,0.8880772,-12.0
327,817,-5.2768874,-3.3729064
332,817,-9.08069,-4.2908816
337,817,-7.9054666,-5.5015535
597,817,-5.333729,-5.1142855
602,817,-5.3953023,-5.327806
607,817,-7.3427076,-2.2567654
612,817,-6.9774604,-2.5164554
617,817,-6.951387,-2.1255283
652,817,-9.099961,-7.176854
657,817,-10.103517,-6.0317907
662,817,-9.97549,-5.756917
672,817,7.9966717,11.0
717,817,-6.870695,-6.5204005
727,817,-7.0221376,-3.9533427
152,822,-7.115794,-0.2999627
157,822,-8.716484,-0.3634495
162,822,-7.859579,-0.8979635
167,822,-8.7329,-0.3387027
182,822,-7.508008,-0.3988399
187,822,-6.428112,0.13707052
202,822,-9.340372,-1.2606539
207,822,-10.585788,-1.8049663
212,822,-7.3746977,-0.44114363
237,822,11.0,-11.091764
242,822,-12.0,-0.042872015
247,822,-8.512036,-0.06510251
282,822,-7.4756565,-0.11274302
327,822,-12.0,5.90721
332,822,-12.0,5.51654
362,822,7.5269976,0.1942248
377,822,-12.0,-0.21065034
597,822,-5.2242565,-5.5674233
602,822,-5.1311336,-5.7094727
607,822,-4.414637,-6.327307
612,822,-7.648459,-0.25474703
617,822,-7.550465,-0.73606133
647,822,-8.270923,-4.2818527
652,822,-10.018213,-3.745951
657,822,-10.890446,-2.5978763
662,822,11.0,11.0
667,822,11.0,11.0
682,822,-8.082149,-0.40933725
702,822,-9.243821,-6.1899877
707,822,-8.3914995,-6.278854
712,822,-7.85009,-6.188613
717,822,-7.221451,-6.2992187
152,827,-7.54411,-0.70438564
157,827,-6.972496,-2.0049062
162,827,-9.416003,-0.43866593
167,827,-7.174904,-1.2892263
182,827,-7.1596737,-0.17920494
187,827,-6.6626544,-0.034722034
197,827,-4.316678,-4.67728
202,827,-8.715735,-2.5046299
207,827,-11.43663,-3.9954908
212,827,-7.752926,-0.38463372
232,827,-7.7383585,-3.8386874
237,827,-10.029222,-0.45808482
242,827,-12.0,-0.2712848
247,827,-9.081835,-0.018893363
342,827,-12.0,-0.9206324
362,827,11.0,4.565848
377,827,-12.0,-0.112844616
382,827,-6.384975,8.373088
572,827,11.0,-0.019514503
632,827,-6.0228767,-1.9361954
637,827,-6.087068,-1.9891977
642,827,-5.9872084,-2.2488892
647,827,-8.235369,-4.272093
652,827,-11.396366,-0.3495144
657,827,-10.858912,-0.79686487
662,827,11.0,11.0
667,827,11.0,11.0
677,827,-11.049528,-0.44649807
682,827,-8.258988,-0.31421503
697,827,-4.948998,5.357805
702,827,-8.824995,-6.1048126
707,827,-8.587721,-5.995208
712,827,-8.085803,-5.4823656
717,827,10.136449,0.63698834
162,832,-6.2674203,-1.9972827
182,832,-7.19277,-0.13852227
187,832,-7.4610677,-0.03213634
197,832,-6.0852036,-2.7646158
202,832,-10.248851,-0.44468895
207,832,-12.0,-1.9190427
212,832,-7.7623763,-3.135811
232,832,-6.6996756,-1.3128484
237,832,-8.940284,-0.9349664
242,832,-12.0,-0.2629214
247,832,-9.06973,1.3842285
327,832,-7.3328333,1.8914808
337,832,11.0,0.18584158
342,832,-10.7287445,0.13531381
362,832,9.840771,0.3190453
372,832,-12.0,-0.15066718
377,832,-12.0,-0.15195423
382,832,-8.1685,7.4422293
577,832,-5.8982763,-2.4073575
627,832,-5.868505,-2.898086
632,832,-6.1136656,-2.3564034
637,832,-6.6550975,-3.313716
642,832,-7.061237,-3.875483
647,832,-8.022605,-4.930277
652,832,-11.205359,-0.17672351
657,832,-10.688262,-1.4296169
662,832,11.0,11.0
672,832,-12.0,-0.44323757
677,832,-9.982938,-0.3769048
682,832,-7.229424,-0.22746806
702,832,-8.236008,-5.4610043
707,832,-8.220057,-5.011418
712,832,-7.836536,-4.922542
182,837,-7.1205707,-0.10212334
187,837,-8.91668,-0.12745956
192,837,-7.188533,0.103078194
197,837,-9.982584,-0.058879845
202,837,11.0,8.752852
207,837,8.950716,8.935469
212,837,-7.2556643,-0.49538925
217,837,1.7487593,8.03948
222,837,0.45829895,7.7566757
237,837,-8.872304,-2.3737178
242,837,-12.0,-1.9714764
247,837,-8.99758,2.4818602
272,837,-8.722418,-0.74217904
277,837,11.0,-0.19936156
327,837,-8.324492,0.44440353
342,837,-10.853647,-0.039157063
347,837,0.110448845,-8.068644
352,837,-0.99005014,-6.3155184
362,837,10.282715,0.14946622
367,837,7.7656565,0.20960791
372,837,-11.334827,0.06730021
377,837,-12.0,0.030594582
382,837,-9.079717,6.3345237
387,837,-5.394098,6.9421873
572,837,-7.326386,-0.3861046
577,837,-7.5942335,-0.26475567
632,837,-6.7421293,-3.5488203
637,837,-6.977434,-3.8937323
642,837,-7.135536,-4.001328
647,837,-7.6882005,-4.757515
667,837,-10.638341,-5.4282494
672,837,-10.119964,-6.3647156
677,837,-7.283225,-0.39420652
702,837,-7.9937606,-3.6899984
707,837,-7.938864,-3.4442067
712,837,-7.985295,-4.1816344
182,842,-6.8128057,-0.053537607
187,842,-9.988207,-0.09920461
192,842,-10.760777,0.04016578
197,842,-11.040847,0.048127707
202,842,11.0,11.0
207,842,8.345775,6.345326
212,842,5.272434,5.193316
217,842,3.5981336,5.0036116
222,842,0.17064199,9.605553
237,842,-8.498796,-0.41171056
242,842,-10.610726,-0.05231301
247,842,-8.579084,0.078643985
272,842,-12.0,-2.071293
282,842,8.56378,0.11643407
327,842,-10.314681,-2.058278
332,842,-12.0,-2.991388
337,842,-12.0,-2.4626017
342,842,-11.088226,-0.42846274
347,842,-12.0,0.018296003
352,842,-12.0,0.033584267
362,842,11.0,0.060191534
367,842,8.3900585,-0.016628748
372,842,-10.689057,-0.012827975
377,842,-7.0427084,6.212881
382,842,11.0,-8.356618
387,842,-5.97174,4.7740445
567,842,-9.32466,-0.124578126
572,842,-8.847098,-0.10890841
577,842,-7.9751897,-0.39645043
582,842,-6.369309,-0.4100857
587,842,7.745489,0.24648221
637,842,-6.9709797,-3.1317239
642,842,-7.5105286,-4.24553
647,842,-7.7898808,-5.060032
652,842,-7.953667,-5.2541924
657,842,-2.904938,-12.0
662,842,-8.160156,-6.5158052
667,842,-10.275456,-5.854422
672,842,-8.533014,-6.9620366
682,842,-6.905184,-4.6295204
707,842,-8.115926,-2.203047
712,842,-7.815575,-3.7881262
182,847,-6.6112084,0.06882227
187,847,-10.618485,-0.026818646
192,847,-12.0,-0.024537284
202,847,10.478975,11.0
207,847,-8.559847,-0.29750466
212,847,-6.1311116,-0.29485002
227,847,-0.24825975,-8.647853
232,847,-8.304873,-0.35238436
237,847,-8.868507,-0.22302802
242,847,-8.355848,-0.052082572
247,847,-7.7199364,0.06941576
257,847,-1.0495628,6.0642314
272,847,-12.0,-4.639333
277,847,11.0,-0.047776144
282,847,8.998751,-0.3081707
287,847,11.0,-3.1045468
327,847,-10.461357,-0.17849599
332,847,-12.0,-0.20166287
337,847,-11.471789,-0.22794424
342,847,-9.912356,-0.32981187
347,847,-12.0,-0.0752743
352,847,11.0,8.754863
362,847,11.0,-0.046524122
367,847,8.508158,-0.011353943
372,847,-8.953014,0.054128136
377,847,-1.65588,11.0
382,847,-2.2843592,11.0
387,847,-7.381125,2.7442443
572,847,-8.53534,-0.2294162
577,847,-6.7157297,-1.6796066
582,847,11.0,0.06807673
587,847,10.170482,0.22160044
592,847,-7.4946527,-0.11425096
602,847,-6.973656,-0.15446065
637,847,-7.1037855,-2.9499624
642,847,-7.66862,-4.981298
647,847,-7.978872,-5.116107
652,847,-7.8085203,-5.52702
657,847,-2.2090774,-11.141845
662,847,-0.37111777,-10.13506
667,847,-4.0744867,-9.823882
682,847,-6.80874,-4.9605007
692,847,-0.068431705,-6.9482207
707,847,-7.189233,-2.4945154
712,847,-6.919603,-2.7977004
182,852,-6.0775075,0.1395657
187,852,-10.64629,-0.03295924
192,852,0.9276896,6.4590397
197,852,6.007111,9.179613
207,852,-8.081415,-0.20775831
212,852,-7.5693274,-0.05865118
217,852,6.5937963,-10.375717
222,852,-0.057852607,-8.355097
227,852,-0.26616713,-7.7960787
232,852,-7.7428393,-0.58557254
237,852,-8.801352,-0.35102966
242,852,-7.3347583,-0.11181547
247,852,-7.2850175,0.04060477
252,852,-6.7805223,0.25136894
257,852,-1.9300797,7.654621
262,852,-0.44267905,8.252696
267,852,-2.7436652,5.471885
272,852,-12.0,-4.116095
277,852,11.0,-0.46507433
282,852,8.978502,-0.44118866
287,852,11.0,-1.3366191
327,852,-10.349249,-0.41553032
332,852,-12.0,-0.3035041
337,852,-10.214876,-0.37026155
342,852,-9.566081,-1.184525
347,852,11.0,5.515876
367,852,5.1471314,-12.0
372,852,4.926836,-6.763243
377,852,-2.7340372,7.426514
382,852,-4.7772026,6.5140257
572,852,-8.0658655,-0.36895296
577,852,-7.018891,-1.8917353
587,852,-7.099011,-4.1255007
592,852,-7.1373887,-0.35043418
597,852,-7.0760846,-0.20902823
647,852,-8.1647005,-6.528944
652,852,-8.137205,-6.55936
662,852,-7.6977196,-7.538117
667,852,-7.364172,-6.19959
672,852,-6.959717,-5.083789
677,852,-6.082256,-3.6061306
697,852,-7.475211,-4.75366
702,852,-7.333015,-3.9416068
707,852,-6.0190873,-2.3651645
712,852,-6.948531,-2.995991
187,857,-10.40089,-0.25013506
192,857,1.1033537,6.5588317
207,857,-8.07209,-0.2607846
217,857,5.67417,-7.902811
222,857,2.8711755,-7.744791
227,857,3.065781,-7.7565365
232,857,-5.6541653,-2.581997
237,857,-6.0637493,-0.36144903
242,857,-6.328787,-0.094537444
247,857,-6.6658087,-0.027778652
252,857,-6.4534917,0.18890798
257,857,-0.18345487,11.0
262,857,-0.06558274,11.0
267,857,-0.3822388,11.0
272,857,-4.7084236,11.0
277,857,11.0,-0.32034132
282,857,9.35512,-0.95063233
287,857,8.54517,-0.3135224
302,857,-8.986652,-4.8310084
332,857,-12.0,-0.367756
337,857,-9.400635,-1.0482166
342,857,-8.722591,-2.9401712
347,857,11.0,4.196197
362,857,-6.100677,2.0553026
367,857,7.1474,-12.0
372,857,5.0389047,-12.0
382,857,-6.7287264,1.3126173
387,857,-9.6438265,-8.874137
577,857,-8.141131,-0.14275812
582,857,-8.040414,-0.061892606
587,857,-6.166443,-2.4248555
592,857,-6.9602604,-3.0935314
597,857,-6.9630523,-2.8862033
612,857,-6.9109654,-1.1423099
642,857,-11.068053,-1.2535304
647,857,-8.963242,-5.273929
652,857,8.218246,4.7911544
657,857,7.765507,5.7326574
667,857,-6.1921277,-5.643948
672,857,-5.9964504,-4.1792316
692,857,-7.864606,-5.743454
697,857,-8.90813,-6.586422
702,857,-8.764152,-6.1561456
712,857,11.0,-11.439873
207,862,-8.21614,-0.20810637
212,862,-9.173886,-0.30193913
217,862,-6.1960163,-1.052242
222,862,-8.282424,-0.3659329
227,862,-6.4993567,-0.3368767
237,862,-6.421472,-0.26585916
242,862,-6.970921,-0.08761878
247,862,-6.7801,-0.017233657
252,862,-6.555593,0.005311439
262,862,-0.31520197,11.0
267,862,-0.3805749,11.0
272,862,-3.6195295,11.0
277,862,-8.699409,9.021873
282,862,10.03261,-3.2427742
287,862,11.0,-1.7410927
302,862,-9.924383,-5.0895696
332,862,-12.0,-0.33927613
337,862,-10.552788,-0.46623147
342,862,11.0,0.4632801
347,862,10.045905,1.1706033
372,862,4.452252,-12.0
377,862,0.1568933,-12.0
382,862,-7.459814,-3.5910857
587,862,6.596166,0.029049188
592,862,-6.032976,-2.24336
612,862,-6.7885027,-1.3682756
637,862,-7.7810345,-3.0150096
642,862,-12.0,-2.110705
647,862,-9.0949545,-5.5306144
652,862,8.947826,3.2227917
657,862,9.292403,3.3612375
672,862,-5.423994,-3.5117066
677,862,-6.9659677,-3.2913015
682,862,-8.937602,-2.9846804
692,862,11.0,-7.9474626
697,862,-9.004857,-6.6602774
702,862,-8.872599,-6.48127
707,862,-6.8911576,-5.492656
182,867,-6.3932204,-0.12880513
207,867,-8.220183,-0.06332505
212,867,-9.111018,-0.03074355
222,867,-6.9834747,0.101140335
237,867,-8.301942,-0.25056943
242,867,-8.572039,-0.3678573
247,867,-6.268723,-0.10187119
257,867,-4.303063,4.8436937
262,867,-7.3541775,-0.28179845
267,867,-0.8309451,9.680782
272,867,-11.388407,0.10768483
277,867,-9.975156,4.1663065
282,867,9.724183,-6.225771
287,867,11.0,-5.1910233
302,867,-10.093558,-4.118328
307,867,-6.784385,-0.3134308
312,867,-7.6722026,-0.068421
317,867,-10.77494,-0.1540623
322,867,6.4477496,8.982612
327,867,7.6621013,11.0
332,867,9.668253,11.0
342,867,0.037760798,-12.0
347,867,0.46957818,-12.0
357,867,-0.22364148,6.7430754
367,867,-8.033022,0.8471243
372,867,11.0,-0.10147458
377,867,8.829065,-0.17088431
382,867,-9.090808,-3.284581
612,867,-6.5492377,-0.45780018
632,867,-6.0710435,-1.9124699
637,867,-7.360466,-5.1700544
642,867,-10.735287,-5.2705173
657,867,11.0,2.7699735
677,867,-9.428553,-3.7316613
687,867,-8.787881,-1.1679109
692,867,-9.373872,-5.241469
697,867,-9.288166,-6.147452
702,867,-9.032312,-6.1718225
707,867,-6.966253,-5.6463356
722,867,-7.49743,-6.552116
207,872,-8.133338,-0.15622956
212,872,-9.6757965,-0.1317067
217,872,-7.1058364,-0.22955641
227,872,6.863166,2.3915114
232,872,-6.7902594,-0.18591253
237,872,-9.204679,-1.6398097
242,872,-10.086262,-2.2952485
262,872,-8.008862,-0.33438593
272,872,-12.0,0.011637543
277,872,-10.397644,2.3438427
292,872,5.496688,11.0
297,872,6.2422404,11.0
302,872,5.0386615,11.0
307,872,-12.0,-0.29683846
312,872,-8.964208,0.16499989
317,872,-10.8212595,0.026945047
322,872,3.1091912,6.040252
327,872,5.8645225,7.844378
337,872,-10.010355,-2.20586
342,872,-3.8176723,6.403762
347,872,4.131812,-10.348305
352,872,6.5292273,-9.023595
357,872,-0.26824117,6.1799746
367,872,-7.2217197,1.2447779
377,872,8.173915,-4.265776
612,872,-6.320588,-2.6713922
627,872,-5.9371142,-2.944002
632,872,-6.3792386,-3.4489176
637,872,-7.2602644,-4.5913076
642,872,-9.452002,-4.776002
647,872,-1.0015049,-6.700033
662,872,8.34401,9.036494
677,872,-10.894806,-2.6848602
682,872,7.0290666,-2.577935
687,872,-10.030135,-3.0466657
692,872,-8.891838,-2.686413
697,872,-8.373484,-1.7108674
717,872,-9.220579,0.00997151
722,872,-6.012102,-4.939876
732,872,-4.6288233,-4.259487
737,872,-5.1660404,-4.513982
212,877,-6.6011553,-0.24710882
217,877,-6.8206167,-0.16719575
232,877,-7.969157,-0.64221954
237,877,-9.802262,-2.8799934
242,877,-8.310756,-4.090581
247,877,-1.9919156,-9.647567
252,877,-1.1018233,-9.517656
262,877,-8.939226,-0.18918708
272,877,-12.0,0.058358047
277,877,-10.888264,0.44215882
302,877,-10.437727,-0.29206276
307,877,-10.633094,-0.12599471
312,877,-8.415933,-0.17337435
317,877,-8.403154,-0.25342074
322,877,-12.0,-0.424198
337,877,-3.5447545,7.724848
342,877,-3.2289531,8.740578
347,877,-3.7562602,9.531343
352,877,7.6628456,-10.056515
367,877,-6.749897,-0.11083503
622,877,-6.8251834,-3.3109217
627,877,-6.394995,-2.9172022
637,877,-6.6851473,-3.4049911
642,877,-9.399484,-2.1108656
692,877,-6.1426787,0.21897617
697,877,-6.200149,0.096820354
702,877,-6.1723723,-0.050691333
717,877,-6.943984,-4.508722
722,877,-5.688194,-4.9930806
737,877,-5.300612,-4.5719843
742,877,-4.6954293,-4.0954924
217,882,-6.1295104,0.013694608
242,882,-7.954322,-4.1562557
247,882,-4.973113,-4.584574
262,882,-9.874397,-0.047302354
272,882,9.095164,0.28453788
277,882,8.150431,0.40807202
287,882,-12.0,-4.7207365
292,882,-10.7961445,-4.3355107
297,882,-7.6110673,-4.2156363
327,882,-8.879868,0.23153809
342,882,-3.0037649,10.259837
347,882,-2.7290864,11.0
372,882,11.0,-12.0
627,882,-7.9096766,-5.295588
637,882,-6.893172,-3.5607545
642,882,-8.729675,-0.015436269
647,882,-8.202412,-0.02079643
667,882,3.077948,7.3519344
702,882,-7.732187,-3.489948
707,882,-7.133797,-4.418319
712,882,-6.9791512,-6.7477994
717,882,-7.1031594,-6.545018
722,882,-6.2660813,-5.7513766
727,882,-5.384036,-4.894219
732,882,6.3734097,-7.474127
737,882,-6.1899304,-5.858767
742,882,-5.985659,-6.0973105
232,887,-6.292946,0.16316178
237,887,-8.785,-0.08603476
242,887,-8.776597,-0.14717232
247,887,-6.1582828,-0.34158337
257,887,-6.105205,0.075752504
262,887,-10.772389,0.05969419
272,887,8.205514,-0.09133039
277,887,8.724877,0.033811744
287,887,-12.0,-2.595813
292,887,-9.988209,-2.5634217
327,887,-6.774167,0.21505648
332,887,-10.24955,0.2105786
337,887,-10.296329,0.32719347
342,887,11.0,-5.1199803
347,887,11.0,-5.8820124
597,887,0.32087308,11.0
627,887,-8.460268,-5.720264
632,887,-8.044138,-4.9906116
637,887,-7.912118,-4.776796
642,887,-9.04654,-4.902567
662,887,0.1574049,6.0644264
667,887,2.761866,5.7381043
697,887,-6.094962,-2.202077
702,887,-8.712925,-6.998719
712,887,-7.475045,-7.814287
717,887,-6.9301467,-6.9809375
722,887,-6.005944,-5.9341393
727,887,-5.5952682,-6.096156
732,887,5.334407,-9.262574
737,887,4.330491,-9.311665
742,887,-7.7026114,-9.673983
232,892,-7.0411596,0.09723411
237,892,-8.748308,-0.17636599
242,892,-8.778731,-0.25113443
267,892,11.0,0.10706267
272,892,6.3286824,-0.059889507
277,892,8.413641,-0.08993046
287,892,-12.0,-3.6969795
292,892,-11.006231,-0.6020822
332,892,-10.4279375,0.17208678
337,892,-10.325694,0.23834395
342,892,11.0,-9.38694
347,892,8.672896,-10.461638
602,892,-7.041674,-5.4031105
607,892,-7.973721,-5.7745934
612,892,-8.396961,-6.1606936
617,892,-12.0,-0.98605156
622,892,-9.190087,-5.8744016
627,892,-8.749508,-6.343067
637,892,-8.249163,-4.8988085
642,892,-9.08117,-5.023997
647,892,-9.184146,-0.9143577
697,892,-7.1934423,-3.5216753
702,892,-8.312679,-5.631196
712,892,-7.2347436,-8.066875
717,892,-6.010326,-6.4191446
722,892,-5.8746004,-5.9865646
727,892,-5.8707356,-5.6829624
732,892,-5.093502,-3.9751823
737,892,-8.902835,-10.148043
742,892,-8.354507,-9.072363
757,892,11.0,0.7430305
177,897,-7.6540136,-1.5418757
207,897,-6.8258667,0.14771624
212,897,-8.469613,-0.26173195
217,897,-8.483237,0.07113951
222,897,-6.8527155,0.23127273
227,897,-6.3845496,0.32615364
232,897,-7.597253,-0.06895096
237,897,-9.182763,-0.39555156
242,897,-10.101764,-1.4830254
257,897,0.46094757,11.0
262,897,-11.110291,-2.849885
267,897,-12.0,-2.170221
282,897,-12.0,-0.41665453
287,897,-12.0,-0.4378106
312,897,11.0,0.30470884
317,897,11.0,0.29918244
332,897,-9.770746,0.05648662
337,897,-10.151948,0.1314425
342,897,-10.943984,0.067045495
347,897,11.0,9.703708
352,897,9.640811,8.901621
357,897,-6.9026384,8.997399
577,897,-7.815301,-2.1692905
587,897,-8.1793995,-6.029838
602,897,-7.9975705,-5.5753717
607,897,-8.051348,-5.690826
612,897,-8.455504,-6.053127
617,897,-8.934024,-6.4581633
622,897,-9.3513,-6.492869
632,897,-9.017024,-6.1280875
637,897,-9.048516,-6.0794425
642,897,-9.289234,-5.832922
647,897,-9.860525,-5.639639
652,897,-9.195104,-5.257575
672,897,9.243522,-4.646326
677,897,-10.921783,-0.18063909
687,897,2.6718414,6.218078
697,897,-8.710628,-4.5443783
702,897,-8.378585,-5.2899733
707,897,-6.409546,-4.923855
717,897,-5.0950375,-5.2426095
722,897,-4.757909,-5.2439194
727,897,-5.767957,-5.352393
752,897,9.026363,1.1437081
757,897,10.409026,1.0801039
172,902,-7.0474563,-1.0831681
177,902,-10.886795,-1.918239
182,902,-8.858145,-5.2578044
212,902,-9.745593,-0.09645065
217,902,-9.993805,-0.06416406
222,902,-8.827906,0.06587534
227,902,-7.348201,0.33522564
232,902,-7.4397225,0.17442912
237,902,-8.904914,-0.48675743
242,902,-10.092017,-1.7333364
247,902,9.560771,-9.202152
252,902,-3.3772225,-5.861195
257,902,-6.9730353,-4.269163
262,902,-10.362395,-3.602069
267,902,-12.0,-2.9583735
292,902,0.12446548,-8.241868
302,902,0.04167153,11.0
312,902,11.0,-0.02905111
317,902,11.0,0.050761715
332,902,-8.796563,0.1462866
337,902,-10.833783,0.14188723
582,902,-8.894894,-3.7052078
587,902,-9.263789,-5.2170296
592,902,-8.604159,-5.653426
602,902,-7.921994,-5.7691903
607,902,-8.208416,-5.563241
612,902,-8.319314,-5.4938436
617,902,-8.513037,-5.8894086
622,902,-9.252678,-5.744023
632,902,-9.033671,-5.847018
637,902,-9.084556,-6.0776973
642,902,-9.041807,-5.8006597
647,902,-9.427581,-5.4277644
652,902,-8.434687,1.0655853
657,902,-7.3042207,2.7385564
667,902,-7.431296,1.7983757
677,902,-10.894857,-0.37699682
692,902,4.109458,9.209365
697,902,3.434572,9.088455
702,902,-8.878499,-4.093805
717,902,-3.1433685,7.7351255
737,902,-9.117918,-7.61741
742,902,-7.20163,-3.8827493
747,902,-7.8858232,-5.328062
172,907,-7.1826916,-3.1204
177,907,-8.223781,-4.6428375
182,907,-8.51298,-3.7874355
207,907,7.0164485,9.343554
212,907,-10.578446,-0.28272542
217,907,-10.064128,-0.23680615
222,907,-8.711745,-0.036848348
227,907,-7.556186,0.1531469
232,907,-7.7955575,-0.1084814
237,907,-8.991009,-0.88312536
242,907,-8.188341,-1.9436814
257,907,-5.7582955,-4.1322656
262,907,-9.568299,-3.1782515
267,907,-12.0,-2.9783208
292,907,0.11528068,-11.08594
302,907,0.67526066,8.772476
307,907,0.12887444,10.266856
312,907,-12.0,-0.10802973
332,907,-7.874998,0.22740646
582,907,-10.867011,-0.3674147
587,907,-11.291533,-1.3353648
592,907,-10.057479,-2.7868204
602,907,-7.632464,-6.9004536
607,907,-7.969353,-5.9924307
612,907,-8.32211,-5.813122
617,907,-7.8584995,-5.2949243
632,907,-8.741976,-5.733874
637,907,-8.902346,-5.250812
642,907,-8.712756,-5.31619
647,907,-8.983706,-4.5693254
657,907,-7.5350227,2.5630324
697,907,-8.903898,-6.544361
707,907,11.0,-0.85074526
727,907,-5.939461,-3.9791052
732,907,-7.208822,-4.6114655
737,907,-7.026226,-3.9951353
742,907,-7.821919,-5.375682
747,907,-8.091975,-5.2457933
752,907,-7.843956,-5.270976
172,912,-7.8133426,-1.584221
177,912,-7.67354,-4.188309
202,912,-9.24597,-0.48135012
207,912,9.895341,-6.8328114
212,912,-10.25886,-0.4758139
217,912,-9.327099,-0.28495923
222,912,-8.639602,0.038875207
227,912,-7.3214173,0.13146181
232,912,-8.850725,-0.06819026
237,912,-8.790472,-0.34739134
242,912,-6.032034,-1.3611543
252,912,-8.148661,-3.265189
257,912,-10.707413,-3.2554572
262,912,-9.66489,-2.3283448
277,912,-0.030874565,6.434745
282,912,-3.9048252,-9.0641985
292,912,0.18157114,-12.0
307,912,0.36584285,9.57301
312,912,-12.0,-0.28889766
577,912,-7.339559,-0.4018616
582,912,-11.269845,-0.25479093
587,912,-9.783259,-2.7471187
607,912,-7.448156,-4.744248
612,912,-7.9761324,-4.685189
617,912,-7.621218,-5.0826592
622,912,-8.314812,-4.9410834
632,912,-8.501291,-5.197328
637,912,-9.0007515,-5.059414
642,912,-8.767496,-6.5805893
647,912,-8.740133,-6.4016275
697,912,-8.741588,-6.7195854
702,912,-8.41356,-7.2926173
712,912,-8.875014,-7.5596576
717,912,4.1568346,6.205444
737,912,-6.993636,-4.068923
742,912,-8.961078,-7.382606
747,912,-10.195962,-8.602036
167,917,-5.815156,-2.2476716
172,917,-8.770196,-0.08196768
177,917,-7.584224,-0.7415939
202,917,-8.799081,-0.30406365
207,917,11.0,-9.801982
212,917,-9.958584,-0.70514905
217,917,-6.8433414,-0.15170646
222,917,-6.3947115,2.04609
227,917,9.199642,-1.5075428
232,917,-10.31246,0.014386926
237,917,-9.307874,-0.27214274
242,917,-6.27348,-2.4805152
247,917,-7.088703,-3.1002533
252,917,-9.506334,-2.9813216
257,917,-11.100998,-2.660633
262,917,-10.28342,-1.8215678
312,917,-12.0,0.09807394
577,917,-11.023314,-0.26805538
582,917,-11.147334,-1.1843979
587,917,-9.068363,-4.586556
612,917,-6.7958937,-0.41073465
617,917,-6.826684,-2.1556587
627,917,2.8233976,9.1684885
632,917,-8.02001,-5.250613
637,917,-8.867968,-5.305815
642,917,-8.656907,-5.597064
682,917,0.23511454,11.0
687,917,-0.03322522,7.455619
697,917,-8.599458,-7.583369
702,917,-8.400247,-8.070773
707,917,-8.287376,-8.258253
712,917,-8.680781,-7.9269185
717,917,-8.257286,-7.5614877
722,917,-6.413602,-5.5340266
732,917,-8.020053,-5.6669426
737,917,-7.7547984,-5.3905897
742,917,-9.327917,-7.6492443
747,917,-10.0683565,-8.768224
157,922,-5.7703805,-1.9204713
167,922,-7.1200476,-0.8203752
172,922,-8.40727,-0.06745268
177,922,-7.238365,-0.0752971
202,922,-8.627401,-0.3118415
207,922,-8.980923,-0.09214188
212,922,-9.786657,-0.36559227
217,922,-6.260236,0.1899962
232,922,11.0,-0.54834944
237,922,-8.817207,-0.06435582
242,922,-7.980113,-0.13972853
247,922,-9.994376,-0.2051745
257,922,-8.310159,-0.17367738
