X,Y,U,V
47,572,-7.0129976,0.32057926
82,572,-6.527644,0.1862166
87,572,-6.812698,0.07778362
117,572,-6.3916826,5.063484
122,572,-0.18603267,11.0
127,572,1.3001385,-10.083615
132,572,0.23559827,-10.95376
147,572,9.294543,0.23508994
152,572,-10.304009,0.013929437
157,572,-9.955825,0.06778647
162,572,-10.202231,0.116650835
187,572,-12.0,2.6616354
192,572,-2.2412622,11.0
207,572,-2.6602447,-6.759661
212,572,-8.109763,-1.5268883
217,572,-12.0,-1.6210704
242,572,-10.4611845,-0.015462609
247,572,-12.0,-0.053152993
252,572,-8.4322405,-0.06826724
257,572,-8.198134,-0.0045653568
262,572,-12.0,0.055086717
267,572,3.8887053,7.388067
272,572,11.0,0.18494806
277,572,11.0,0.9669874
282,572,11.0,0.9147419
287,572,11.0,0.17913474
32,577,-6.816016,0.40693444
37,577,-6.845422,0.33258656
62,577,-6.401782,0.3254105
72,577,0.22865844,-12.0
77,577,-3.7919068,7.8058214
82,577,-6.875894,0.5480615
87,577,-7.571803,-0.26633537
117,577,-6.8806276,2.2272139
132,577,-7.053294,0.70697635
142,577,8.971552,3.444024
147,577,-12.0,1.2676172
152,577,-11.149989,-0.13552195
157,577,-9.672999,-0.8421129
162,577,-5.314361,-4.051476
182,577,-12.0,-0.3262616
187,577,5.494043,-8.412092
192,577,6.1657104,-6.7128463
197,577,-7.121073,10.066958
207,577,-2.9848046,-5.981923
212,577,-7.94785,-3.0599642
217,577,-12.0,-1.6847291
222,577,-12.0,0.65075344
227,577,-9.967464,3.3009245
237,577,-6.444117,-0.18502602
262,577,-12.0,-0.035221413
267,577,-12.0,-0.33297542
277,577,11.0,-0.21321094
12,582,-6.1603284,2.5634713
32,582,-6.825387,0.34534624
37,582,-6.734438,0.30607155
57,582,-6.1236086,1.9677948
62,582,-7.0897446,1.7068785
67,582,-6.0910325,2.4522667
82,582,-6.0969357,4.4594183
87,582,-7.884166,0.25281215
117,582,-5.961182,3.224028
142,582,8.200205,2.9506526
147,582,-12.0,0.39255717
152,582,-12.0,0.17123234
157,582,-10.064025,-0.22720042
177,582,-12.0,-0.41289514
182,582,-12.0,-1.7823881
187,582,7.2272077,-10.246355
192,582,9.576341,-8.93419
202,582,-12.0,-0.11384676
212,582,-8.115153,-0.03615654
217,582,-12.0,-0.2486154
222,582,-12.0,0.08826222
227,582,-8.365515,0.16540195
232,582,-7.26755,-0.099869356
237,582,-8.925517,0.1662398
262,582,-12.0,-0.8619797
267,582,-12.0,-1.8184242
272,582,-9.383862,-3.0647247
12,587,-6.286334,3.7396176
17,587,-5.673122,2.8813288
32,587,-6.5522656,0.40451384
62,587,-6.201523,0.4253458
82,587,-5.9135036,3.4963815
87,587,-6.989382,3.3349543
92,587,-6.3367953,4.1880717
147,587,-12.0,0.041147303
152,587,-12.0,-0.035303473
157,587,-10.324494,-0.2405004
177,587,-12.0,-1.6119165
182,587,-12.0,-3.4592261
187,587,8.370232,-12.0
192,587,11.0,-9.524734
197,587,-12.0,-0.32760823
202,587,-12.0,-0.15064842
207,587,-10.0693035,0.108640306
212,587,-7.5696044,0.1529625
217,587,-6.6874623,-0.010176813
222,587,8.108073,-6.12999
232,587,-6.0989623,-0.21050178
237,587,-7.9466414,0.4045605
242,587,0.45284134,-8.99399
247,587,4.6542344,-5.9284687
252,587,3.717605,-5.6824117
257,587,4.224035,-5.8304467
267,587,-12.0,-2.9122677
272,587,-10.00695,-3.3768592
277,587,-12.0,-3.8655722
12,592,-6.774201,1.4176029
62,592,-6.1327257,0.31287026
87,592,-6.7841377,3.387977
92,592,-5.91681,4.3742676
132,592,-0.2882853,6.3997626
152,592,11.0,0.071488135
157,592,-8.08431,-0.05297455
177,592,-12.0,-1.8121861
182,592,-12.0,-3.0195155
187,592,-11.018403,-2.5906215
192,592,11.0,-5.9150453
197,592,-12.0,-1.8789016
202,592,-12.0,-0.15097858
207,592,-9.286087,0.20896709
212,592,-7.348578,0.275689
217,592,-7.1491876,0.12986305
237,592,-5.242778,5.0670824
242,592,0.44250613,-12.0
247,592,3.6629388,-9.5849285
252,592,1.8392135,-10.220855
257,592,1.8419603,-9.082092
262,592,1.8089759,-9.896
267,592,-12.0,-2.3166277
272,592,-9.065762,-5.0520906
277,592,-11.167135,-5.326809
17,597,-5.603651,4.86172
22,597,-5.6413875,4.5483856
27,597,-4.626208,-4.767701
87,597,-5.786169,2.9318979
112,597,-0.2976261,-10.290004
117,597,-0.33965355,-11.325437
132,597,-0.040205184,7.408873
177,597,-12.0,-0.4856623
182,597,-12.0,-1.7077558
187,597,-9.91761,-0.49335298
192,597,11.0,-2.7303255
202,597,10.31561,-0.2040398
207,597,-9.068354,0.4262268
212,597,-6.7163754,1.0232096
237,597,-3.3706727,9.690298
242,597,-8.894612,6.0673466
247,597,11.0,-2.3586395
257,597,0.03222147,-12.0
262,597,0.23540331,-12.0
267,597,0.04903045,-12.0
272,597,-0.14686882,-12.0
277,597,0.058016233,11.0
12,602,-9.200184,0.22199854
17,602,-6.3940415,3.152326
27,602,-6.358725,5.1753116
32,602,-5.275894,3.4579713
97,602,5.1008496,3.4571235
187,602,-7.0450797,-0.29816753
192,602,11.0,-0.29481846
207,602,-11.097595,0.18705863
212,602,-6.1436853,1.1250027
222,602,7.7653794,6.148498
232,602,-0.10983179,6.2996187
237,602,-3.1853654,8.039741
242,602,-10.692982,0.14237991
247,602,11.0,-3.2237887
252,602,-12.0,0.16320804
257,602,0.22559753,-12.0
262,602,0.3139672,-12.0
267,602,0.13759406,-12.0
272,602,0.110815614,-12.0
277,602,0.265399,6.3329616
22,607,-4.5199175,4.739337
32,607,-5.404815,5.8544583
47,607,-5.8053,1.754197
52,607,-5.787301,2.1749701
67,607,-5.7391644,1.9692746
192,607,-8.280247,-0.45131072
197,607,-12.0,-0.3742799
202,607,-12.0,-0.31318057
242,607,-9.954693,-0.19942443
247,607,-12.0,-0.05461959
252,607,-12.0,0.091841735
257,607,-9.9548,2.2666035
262,607,1.9058713,-11.161793
267,607,1.7339772,-6.4529734
272,607,0.12752853,-6.868665
42,612,-5.5936103,3.0743716
47,612,-5.969532,2.7231724
52,612,-5.6623,3.1050403
57,612,-5.464813,3.4420252
62,612,-5.13361,4.1914577
67,612,-5.329176,3.8521316
82,612,-5.807839,2.071355
242,612,-9.815966,-2.7380579
247,612,-12.0,-1.4252834
252,612,-12.0,0.040268756
257,612,-9.833648,1.1041979
262,612,-2.5299833,6.2619042
57,617,-5.1712546,3.3004265
62,617,-5.222831,3.300123
67,617,-5.6255836,3.1857533
72,617,-5.751226,2.2001815
77,617,-5.761284,2.3319519
82,617,-5.7123137,2.5581653
87,617,8.445931,-0.4408874
227,617,-8.818307,0.1363902
232,617,0.057336144,-7.2710805
237,617,-4.113081,-5.9446454
242,617,-9.05042,-5.62717
247,617,-12.0,-1.6888577
252,617,-12.0,0.06571279
257,617,-8.533301,2.6098897
262,617,-2.9679363,5.444789
302,617,11.0,1.0509222
12,622,-0.1295216,7.040804
127,622,0.08271373,-10.853468
142,622,-7.1452928,0.24607801
227,622,-10.892807,0.09736204
232,622,1.1318269,-11.175141
242,622,-12.0,-3.0327153
247,622,-12.0,-0.35348096
252,622,-12.0,0.019915698
257,622,-8.04573,0.6598595
267,622,-0.23994836,6.9082365
272,622,0.015050714,8.855552
222,627,-7.7619405,0.09382873
227,627,-10.817742,0.08121091
237,627,-12.0,-3.160116
242,627,-12.0,-1.87331
247,627,-11.163312,-0.16217901
252,627,-6.5477815,0.22014199
302,627,-7.7791696,0.03956656
307,627,11.0,-11.364752
312,627,-7.0659394,2.6105206
207,632,-0.37102523,7.7975636
222,632,-7.8937354,0.072204165
227,632,-9.874474,-0.0001605564
232,632,-9.003652,-0.06358491
237,632,-8.8869295,-0.104361296
242,632,-9.24687,0.07367736
247,632,-9.663299,0.076174684
302,632,-7.8727527,-0.103603266
22,637,-6.128311,0.7529968
37,637,-5.0047007,3.57766
192,637,0.108426005,6.599034
202,637,-6.2408876,0.3779966
207,637,-1.192495,10.001814
222,637,-6.925974,0.055372592
227,637,-8.700683,-0.08454616
232,637,-7.274024,-0.07304071
237,637,-7.2097054,0.018948762
242,637,-7.342874,0.3349675
287,637,-4.3708653,8.937135
37,642,-5.0366583,3.6841252
117,642,-6.590067,0.25812826
202,642,-6.677434,0.105429344
222,642,-6.3974214,0.054171737
227,642,-9.017042,-0.13686651
232,642,-6.9270644,-0.09211749
267,642,-6.955448,-0.24721353
272,642,-9.76915,-1.9305799
287,642,-5.2335534,11.0
292,642,-5.3931246,11.0
297,642,11.0,0.24958839
302,642,11.0,0.67513573
317,642,-12.0,-6.6867256
117,647,-6.20277,0.38807476
122,647,-6.0878167,0.3733616
142,647,-8.249445,0.3678772
147,647,-8.2361965,0.5160843
152,647,-6.8309445,0.30095202
177,647,-6.1514997,0.31236783
202,647,-7.8738713,-0.39889032
207,647,-7.3927903,-0.14160097
222,647,-7.38451,-0.9868072
227,647,-10.878746,-0.81021816
232,647,-7.204077,0.10203216
287,647,11.0,-6.1733074
292,647,-7.74818,4.5843673
297,647,-10.967628,0.009372763
302,647,-12.0,-0.6916496
307,647,10.224949,3.2197495
312,647,-12.0,-7.1013684
67,652,-6.4016323,0.37697226
147,652,-8.202089,0.729973
172,652,-6.4709964,0.34418672
177,652,-7.2541637,0.25878325
182,652,-6.485638,0.35024062
192,652,-6.2434382,-0.13794999
197,652,-7.563645,-0.8695742
202,652,-8.597849,-1.6543288
207,652,-5.2812276,-7.7370286
212,652,-3.3926861,-6.444322
222,652,-8.652219,-1.4031668
227,652,-10.118225,-0.22647655
232,652,-7.2869396,-0.0030700178
237,652,-7.026965,0.30801746
252,652,-0.1833046,8.045969
262,652,-7.7027063,0.18888658
277,652,-6.728857,-12.0
287,652,-12.0,-0.20159878
292,652,-10.700466,-0.337213
297,652,-10.79818,-0.23570284
302,652,-11.328845,-0.15152468
312,652,6.153946,0.025735721
67,657,-6.595249,0.39460328
117,657,-6.873079,0.31360105
122,657,-7.0547156,0.42986858
177,657,-7.077139,0.10774266
182,657,11.0,11.0
192,657,-7.1568513,-0.024777288
197,657,-10.13926,-0.25609562
202,657,-12.0,-0.36226118
207,657,-5.4373755,-9.115184
212,657,-2.5503683,-12.0
222,657,-9.716715,-0.25725445
227,657,-9.955145,-0.11192796
232,657,-7.1508846,0.07792422
237,657,-7.1090503,0.39929104
252,657,-0.22879863,7.239842
257,657,-2.6890883,5.8304124
262,657,-8.532801,-0.16814362
267,657,-12.0,-0.7572364
272,657,-12.0,-0.6738042
287,657,-9.945059,-0.13581173
292,657,-10.273605,-0.21245532
297,657,-10.50883,-0.16039246
302,657,-11.019327,-0.0030685503
307,657,9.696936,0.35565168
312,657,6.7638793,0.12562828
322,657,7.843989,-2.0774872
327,657,11.0,-1.928871
32,662,6.576423,0.07922423
117,662,-7.3051653,0.42732555
122,662,-7.8966427,0.16168836
127,662,-3.0648873,6.97927
142,662,-9.014791,2.2780457
147,662,-9.213055,1.535471
177,662,-6.733644,0.0787648
192,662,-8.09627,-0.12005091
197,662,-12.0,-1.0700834
202,662,-12.0,-2.7977848
207,662,-9.038742,-3.8197014
212,662,-3.0261362,-12.0
222,662,11.0,5.6682916
227,662,-9.987809,-0.0048820935
232,662,-6.8313184,0.12580125
237,662,-6.850567,0.27985215
242,662,-7.0608363,0.38177413
247,662,-9.1543865,0.31500077
262,662,-8.530344,-0.14847943
267,662,-11.219533,-0.39774135
272,662,-11.154863,-0.40385738
292,662,-9.574083,-0.43649024
297,662,-10.150388,0.05199389
302,662,-10.808733,0.117172666
307,662,10.223221,0.79761815
312,662,7.465121,-0.08436642
327,662,-6.1198387,0.024160031
332,662,11.0,-0.12683125
32,667,6.7741756,0.19407259
117,667,-5.9365206,3.066561
122,667,-8.442855,0.08523038
127,667,-2.4824595,9.421262
132,667,-2.9159873,7.790308
137,667,-0.124613106,8.829638
177,667,-6.5630713,0.238368
197,667,-12.0,-2.033881
202,667,-12.0,-0.99628115
207,667,-9.9938345,-2.474309
222,667,11.0,4.242872
227,667,-9.858651,-0.03660979
232,667,-7.236227,0.07651828
237,667,-7.952163,0.2295947
242,667,-9.269557,0.2755393
247,667,-12.0,-0.22391672
262,667,-8.446637,0.07185422
267,667,-10.967348,-0.3486877
272,667,-10.743876,-0.33721146
277,667,-9.138557,-0.17690709
297,667,-9.821193,0.022501733
302,667,-10.559409,0.071121454
307,667,-12.0,0.09254369
312,667,8.706991,0.29407468
122,672,-8.716209,-0.4287344
127,672,-7.4466243,0.012742649
187,672,-7.6743746,0.38552225
197,672,-12.0,-0.19835772
202,672,-12.0,-0.15552458
207,672,-11.02787,-0.19806492
222,672,-7.8075247,0.81236225
227,672,-9.418851,0.11359104
232,672,-9.147751,-0.1370757
237,672,-8.629782,-0.122585155
242,672,-9.748382,-0.135703
247,672,11.0,-9.725247
252,672,10.005616,-12.0
262,672,-8.932752,0.014287818
267,672,-10.852005,-0.31668288
272,672,-10.718142,-0.36084998
277,672,-9.34021,-0.3210865
292,672,3.223216,-10.170032
297,672,9.191757,0.056292757
302,672,-10.336709,0.33199716
307,672,-12.0,0.015108243
312,672,9.961971,0.59511447
42,677,-6.122215,0.15715753
197,677,0.08764431,-12.0
202,677,-0.017907457,-12.0
207,677,-8.4286995,-0.13938902
212,677,-8.035858,0.1366983
217,677,-8.880372,-0.083397955
222,677,-7.996994,0.08440467
227,677,-9.049433,-0.11430623
232,677,-7.993659,-0.0864026
237,677,-6.7238665,-0.0037558132
242,677,-0.21069555,8.650784
247,677,-0.41039556,8.959621
252,677,-0.595009,8.688992
257,677,-1.3044139,8.143569
262,677,0.43131107,7.647466
267,677,-10.165212,-0.07130333
272,677,-9.393381,-0.121746294
287,677,2.836378,-7.3734965
292,677,3.9373648,-6.823909
297,677,4.2490363,-7.196525
302,677,-9.965981,0.20822436
307,677,-12.0,0.021370187
312,677,-12.0,0.10752774
317,677,-10.075921,3.419344
322,677,-6.9157476,5.3162994
32,682,2.9608164,-8.091222
42,682,-6.223308,0.35864902
222,682,-7.8109026,-0.22036639
227,682,11.0,-4.7808375
232,682,11.0,-4.0139947
242,682,-0.0030517161,9.534361
247,682,-0.21983427,9.969205
252,682,-0.90170634,10.333695
257,682,-2.385001,10.4469
262,682,-0.40609616,11.0
267,682,-9.568451,1.8300294
272,682,-5.933039,2.7314227
302,682,-9.71795,0.054566897
307,682,-10.919931,0.18482067
312,682,-12.0,0.14927879
317,682,-10.067495,4.001329
322,682,-6.5866947,6.963858
27,687,2.5655646,-5.972585
227,687,11.0,1.0531769
232,687,11.0,-0.66915244
242,687,-0.12928921,6.3126698
247,687,-0.16854125,7.661129
252,687,-1.1201748,7.9916387
257,687,-7.7796855,7.1114144
267,687,-9.812842,3.0977926
272,687,-6.7273993,0.83156526
277,687,-9.13773,0.012059198
302,687,-9.102326,-0.20350057
307,687,-9.084728,0.17799972
312,687,11.0,-0.30361938
322,687,-6.1593566,11.0
127,692,-8.600484,0.14334014
132,692,-6.725644,-0.111927845
152,692,-6.6938233,-0.169432
157,692,-8.007097,-0.113619715
177,692,-12.0,-0.19730891
182,692,-12.0,-0.12915748
232,692,11.0,0.40996844
257,692,-9.546378,4.0220165
262,692,-12.0,3.8944874
267,692,-10.723069,2.4712133
272,692,-6.880555,0.43618014
277,692,-6.9521933,-0.06514847
312,692,11.0,-0.16626088
317,692,11.0,-0.055099666
322,692,8.619973,-0.11592956
127,697,-8.588222,-0.11692448
132,697,-7.7598853,-0.21798117
147,697,-10.237605,0.10937057
157,697,-8.55176,-0.27821732
177,697,-12.0,-0.34638637
182,697,-12.0,-0.21429992
252,697,-6.0027213,1.6737584
257,697,-10.560577,0.9810261
272,697,-6.371984,-0.10882099
277,697,-8.210295,-0.04446836
27,702,-6.308209,1.666582
127,702,-6.348862,0.081472196
132,702,-7.6474357,-0.22874165
147,702,-6.79027,-0.067179084
152,702,-8.637589,-0.37031716
157,702,-8.182461,-0.5452117
177,702,-11.468659,-0.15531962
182,702,-11.344071,-0.077132314
187,702,-10.104393,0.14507383
192,702,-7.4780064,0.2773478
262,702,11.0,-2.7998831
267,702,5.7131987,-3.0900052
277,702,-8.906124,-0.2620056
112,707,0.03397628,-6.714416
117,707,0.05331818,-7.891691
132,707,-6.738496,-0.039331723
157,707,-8.333517,-1.7813607
177,707,-10.9222355,0.045881588
182,707,-10.530663,0.03640024
187,707,-9.79125,0.14991054
192,707,-7.8040905,0.1110999
267,707,0.48193997,-7.0050926
272,707,-0.16353704,-7.817195
277,707,-0.10458112,-7.8396635
287,707,6.4551272,0.29022172
297,707,-8.3210945,0.18967003
152,712,-6.72088,-0.16636913
157,712,-8.049172,-0.2479487
182,712,-9.010964,0.16129775
187,712,6.8792186,-0.032953817
192,712,-7.809681,0.026254669
212,712,-11.304574,-0.41695514
267,712,-0.20690139,-6.54532
272,712,-4.3194456,-6.292176
277,712,-9.275805,-4.818677
292,712,-7.175198,-0.08520671
297,712,-7.514775,-0.063897945
302,712,11.0,0.037840106
92,717,-0.064930774,7.1262836
157,717,-6.0906696,0.03411754
212,717,-11.398718,-5.9431105
262,717,0.2279263,-8.567557
272,717,-4.557788,-4.094701
292,717,-6.172608,-0.43539023
297,717,-6.601669,-0.4929039
182,722,-6.162035,0.061495762
212,722,-12.0,-4.577367
217,722,0.46086964,8.007716
232,722,7.4661074,-0.12937143
237,722,-12.0,-1.1306547
242,722,-10.676241,-0.7158006
247,722,-0.21328911,7.2171307
252,722,-2.036855,6.2221866
257,722,-7.260954,0.09630762
287,722,-6.5677876,-3.4242067
292,722,-7.6135635,-5.1278176
297,722,-10.856058,-6.59274
307,722,9.254935,-1.2744243
222,727,7.963184,-3.066133
227,727,6.3193307,-0.11156209
232,727,8.026127,-0.28724208
237,727,-11.238993,-1.372676
242,727,-10.149776,-0.7389569
247,727,-8.4719,-0.1312681
257,727,-8.095865,0.4225756
262,727,-9.1409025,0.11622345
267,727,-6.8464704,0.2803457
282,727,-10.366322,-0.46747565
287,727,-12.0,-5.2038045
292,727,-10.975509,-9.362944
307,727,7.9697137,-0.41735438
162,732,-6.5198855,-0.051457606
167,732,6.2852564,-0.11276121
172,732,-6.7111773,0.16765761
177,732,-6.6773114,0.020768441
237,732,-12.0,-0.39031833
242,732,-9.7505245,-0.4358882
247,732,-8.566485,-0.2838915
252,732,-6.773268,0.36346477
257,732,-7.94004,0.242881
262,732,-9.071442,-0.034524232
267,732,-7.936558,0.029857608
297,732,-5.3103943,6.8704987
302,732,-7.5883994,7.4853415
162,737,6.201042,0.05695731
167,737,7.334836,0.0942648
172,737,-7.9118094,0.0402894
177,737,-7.503168,-0.015684903
227,737,-10.623513,-1.5902128
232,737,-12.0,-0.1729881
237,737,-10.612855,-0.30656755
242,737,-10.016456,-1.1585722
247,737,-8.641633,-1.5712738
262,737,-7.9461956,0.12682173
267,737,-8.776181,0.025766304
272,737,-10.160774,0.14674632
282,737,6.88104,-2.3777413
287,737,10.073223,-2.8475728
292,737,10.447649,-2.6732786
157,742,-6.6442366,-0.14446156
162,742,6.5462847,0.26493046
167,742,-7.3301973,0.00010004212
172,742,-8.271067,-0.011208029
177,742,-7.7847757,0.06289913
217,742,1.2264664,7.796754
227,742,-10.222512,-2.2874756
232,742,-12.0,0.032664645
237,742,-12.0,0.06859359
247,742,-6.530786,-8.643849
262,742,-6.949185,0.31246692
267,742,-8.799119,0.056336127
272,742,-9.178222,0.2503422
287,742,9.197017,-2.703448
292,742,10.098203,-3.0717916
152,747,-6.5805798,-0.14659405
157,747,6.1237493,0.3478828
162,747,-7.0013456,-0.1493066
167,747,-7.4334536,-0.055188466
172,747,-8.406809,-0.16542934
177,747,-7.721991,0.088218264
182,747,-7.2407184,1.5670228
187,747,-7.64844,1.5722622
192,747,-7.4600325,1.3139437
232,747,-8.196149,-0.16249743
237,747,-10.838258,0.050132923
242,747,-12.0,0.370039
267,747,-8.718365,0.3317868
272,747,-9.333323,0.46427935
287,747,8.117603,-1.8305509
147,752,-6.672144,-0.092782415
152,752,-7.499242,-0.14634302
157,752,6.5967994,0.17781042
162,752,-6.8067517,-0.18142422
167,752,-7.463885,-0.07819357
172,752,-8.055186,-0.25383088
182,752,-6.3397326,0.08306993
237,752,11.0,-0.089164004
242,752,-7.265938,2.0620325
267,752,-7.689025,2.0199852
272,752,-9.842995,0.7623902
277,752,-6.126432,1.450653
142,757,7.5534053,0.097574994
147,757,-7.4061337,-0.16195914
152,757,-8.117286,-0.15009484
157,757,7.85923,-0.013906047
162,757,-6.594353,-0.24095252
167,757,-7.2931137,-0.20729971
172,757,4.8543983,9.453239
237,757,11.0,-0.21841912
267,757,-6.1767616,3.4095383
277,757,11.0,-12.0
397,757,-2.969166,6.032958
147,762,-7.695705,-0.13861087
152,762,-8.238669,-0.23375246
157,762,9.601155,-0.3887646
162,762,-6.359946,-0.28753123
167,762,-6.2998576,-0.21377727
237,762,11.0,-0.8388428
242,762,10.036527,-0.34760192
247,762,-12.0,0.33117843
257,762,-1.1658825,7.374654
267,762,-6.025402,1.5530921
272,762,-10.164233,1.1356034
287,762,-0.41619736,11.0
302,762,-9.478627,-0.17001612
307,762,-10.759835,-0.17305231
397,762,-5.117298,5.6729884
402,762,-6.0427427,5.151528
147,767,-6.1653104,0.124946326
152,767,-6.2325773,0.10519947
217,767,-7.222524,-0.11539058
247,767,11.0,-0.31462604
257,767,-5.0665917,5.9223337
262,767,-6.0232863,3.3612094
267,767,-7.357136,0.49599656
272,767,-8.791913,0.23012501
287,767,-2.0935357,9.838327
297,767,-6.7567277,-0.19370879
302,767,-12.0,-0.2663582
307,767,-12.0,-0.17377286
212,772,-8.799487,0.10254173
217,772,-9.620314,-0.050853968
242,772,-8.532161,-0.13386066
257,772,-7.196651,7.1577563
262,772,-7.1441417,3.8691752
267,772,-8.938454,0.44729257
272,772,-8.56109,0.21501526
277,772,-10.190273,0.03305404
297,772,-6.669121,-0.27620098
302,772,-12.0,-0.380051
307,772,-12.0,-0.21348166
312,772,-8.966905,0.19147061
392,772,-6.7546234,0.23470113
397,772,-9.597899,0.12748349
412,772,11.0,-7.652992
642,772,-4.7131143,-4.1077094
222,777,11.0,-0.25640762
232,777,-12.0,-0.43374282
237,777,-12.0,-0.04133643
242,777,-6.6092997,-0.055933174
262,777,-7.28528,6.3859
267,777,-6.9742446,4.9750347
272,777,-8.955788,0.8542693
277,777,-10.479412,0.12907964
287,777,-8.26092,0.1448973
292,777,-6.1735573,-0.06283887
297,777,-7.813458,-0.46273798
307,777,-12.0,-0.46111107
312,777,-10.42562,0.14920835
402,777,-6.2157364,1.1899232
412,777,11.0,-9.290681
417,777,-7.932749,0.99073833
642,777,-4.914108,-4.192437
137,782,11.0,-8.138881
212,782,-12.0,0.78575164
217,782,11.0,-0.037559163
222,782,11.0,0.049461603
227,782,9.437524,-0.11106878
232,782,-12.0,-0.2086286
267,782,-5.681352,7.713195
272,782,-9.145104,2.2534828
277,782,-11.311112,0.18119049
282,782,-11.261296,0.07469762
287,782,-9.950215,-0.08267571
292,782,-8.245115,-0.36205453
297,782,-10.339813,-1.1774136
312,782,11.0,0.18941651
407,782,-9.036644,2.525977
412,782,-10.946821,0.72858495
417,782,-9.014422,1.0925562
617,782,11.0,-5.686958
627,782,-11.24272,-3.9332893
632,782,-8.833615,-5.6896524
647,782,11.0,-0.12176752
682,782,-9.743485,-4.8488727
687,782,-1.9510547,-10.226051
692,782,-7.3697243,-4.28191
697,782,-8.4386425,-5.6109056
212,787,-12.0,0.3087501
217,787,11.0,-0.07280555
222,787,11.0,0.044091485
227,787,9.061897,-0.21156272
257,787,-9.494659,0.31800467
267,787,-6.180285,8.280251
272,787,-8.631427,3.854444
277,787,-12.0,0.16997276
282,787,-12.0,0.06223459
287,787,-10.644977,-0.22128946
292,787,-9.208985,-2.0632503
297,787,-12.0,-3.4018354
307,787,11.0,0.39135912
312,787,11.0,1.825272
407,787,-9.400951,0.4841023
412,787,-11.142589,0.308196
417,787,-10.460783,0.18657261
422,787,-6.833266,0.0968399
622,787,-12.0,-0.3279248
672,787,-8.178234,-3.977134
677,787,-10.5288315,-4.916361
682,787,-9.126323,-5.3061447
687,787,-8.816794,-5.728866
697,787,-7.298028,-2.8835185
202,792,-12.0,-0.23180328
207,792,-12.0,-0.07543371
212,792,-12.0,0.1206869
217,792,11.0,-1.5886108
222,792,11.0,-0.38636988
227,792,9.0696125,-0.4694872
262,792,-10.951758,0.1828857
267,792,11.0,-12.0
272,792,-9.271195,5.3482747
277,792,-12.0,0.30685905
282,792,-12.0,0.09315875
287,792,-12.0,-0.28340882
292,792,-10.994594,-3.1477711
297,792,-12.0,-4.493091
312,792,11.0,2.167714
317,792,11.0,4.27587
407,792,-10.314122,0.42208922
412,792,-12.0,0.13564049
417,792,-12.0,-0.24646418
422,792,-8.331902,-1.3038442
427,792,-5.704073,-2.9999137
437,792,8.695265,9.316195
622,792,-10.911042,-5.3484964
632,792,7.455616,6.292008
642,792,-9.955881,-0.17597468
647,792,11.0,-0.44471714
652,792,-12.0,-0.061281998
662,792,-9.442001,-4.0304055
667,792,-8.09557,-4.3714485
672,792,-8.419345,-4.358782
677,792,0.61675024,8.823866
682,792,1.5265514,10.374645
697,792,-6.8719616,-2.1110225
707,792,-6.8972034,-1.8060024
712,792,-6.280643,0.020707073
187,797,-0.4712512,-6.2907987
192,797,-0.34979573,-9.316865
197,797,11.0,11.0
202,797,-12.0,-0.17260058
207,797,-12.0,0.003124758
212,797,-12.0,0.2964118
217,797,11.0,-7.0122094
222,797,11.0,-6.4276643
227,797,-12.0,-0.28916994
262,797,-6.9113874,0.20257251
267,797,-10.676152,0.29598442
272,797,9.562338,-12.0
277,797,-12.0,0.5764512
282,797,-12.0,0.2525417
287,797,-12.0,-0.10675266
292,797,-12.0,-5.0481157
302,797,4.749608,11.0
312,797,11.0,2.740583
317,797,11.0,3.80556
412,797,-10.338173,-0.066196725
417,797,-12.0,-0.10521551
432,797,9.277424,9.800455
437,797,8.431304,8.421558
597,797,-7.582602,-2.6592097
602,797,-6.9691787,-2.054465
607,797,-6.6075554,-2.3915532
612,797,-7.91797,-3.1890004
617,797,-10.781145,-5.3804398
622,797,-10.6823635,-5.184104
627,797,6.878748,11.0
632,797,6.9941874,9.184551
637,797,-11.236366,-2.015388
652,797,-12.0,-0.10132154
657,797,-12.0,-0.38404787
662,797,-9.320349,-0.8341655
667,797,-7.620371,-2.2166674
672,797,-8.563526,-3.7209616
687,797,0.8826829,11.0
692,797,0.26126713,11.0
697,797,-6.1407113,-2.0723598
202,802,-12.0,-0.25288177
207,802,-12.0,-0.054934323
212,802,-11.469703,0.3103297
217,802,-12.0,2.7343884
222,802,11.0,-0.21280637
227,802,-12.0,-0.35345846
247,802,-5.977417,1.4752618
267,802,-5.1507215,4.3589654
272,802,-2.110782,11.0
277,802,5.822173,-12.0
282,802,0.98316956,-12.0
287,802,-0.34834927,-12.0
302,802,5.9713254,9.73235
312,802,11.0,3.2112546
317,802,9.640091,3.3353257
322,802,-8.458919,-4.201347
327,802,-9.718669,-4.8637896
332,802,-10.803577,-4.9925847
342,802,9.519528,-2.6745064
422,802,-12.0,11.0
597,802,-7.0213966,-2.075821
602,802,-7.4217963,-1.7661666
607,802,-6.9649353,-2.0459704
612,802,-7.101621,-1.8150569
617,802,-8.154304,-2.8615453
622,802,-8.95765,-3.3132546
627,802,7.592062,11.0
632,802,8.015341,6.2815375
652,802,-12.0,-0.27505252
657,802,-12.0,-2.5537167
662,802,-9.6247425,-4.750797
667,802,-8.327828,-4.887114
752,802,-8.379181,-5.7393994
757,802,-6.492576,-2.5320144
182,807,-6.141852,-0.20747039
197,807,-7.1788116,-0.36830074
202,807,-12.0,-0.22490098
207,807,-12.0,-0.13085619
